Applicant Name,Funding Band,Amount,Year,Period,Type
Chichester Festival Theatre,3,1740214,2021,2018-2022,Grant
Children's Discovery Centre East London,1,93870,2021,2018-2022,Grant
China Plate,1,249000,2021,2018-2022,Grant
Chinese Arts Space,1,175000,2021,2018-2022,Grant
Chisenhale Gallery,1,165378,2021,2018-2022,Grant
Chris Goode and Company,1,100000,2021,2018-2022,Grant
Christ Church Oxford United Clubs Ltd,2,475527,2021,2018-2022,Grant
Chrysalis Arts Development Ltd,1,100678,2021,2018-2022,Grant
Cinderford Artspace,1,47948,2021,2018-2022,Grant
City Arts Nottingham,1,103408,2021,2018-2022,Grant
City of Birmingham Symphony orchestra,3,2180983,2021,2018-2022,Grant
Clean Break Theatre Company Ltd,1,216195,2021,2018-2022,Grant
Clod Ensemble,1,120696,2021,2018-2022,Grant
Cohesion Plus Kent,1,104375,2021,2018-2022,Grant
Colchester Arts Centre,1,190695,2021,2018-2022,Grant
Colchester Borough Council,1,199250,2021,2018-2022,Grant
Colchester Mercury Theatre Ltd.,2,777378,2021,2018-2022,Grant
Collar and TIE Ltd,1,71383,2021,2018-2022,Grant
Collections Trust,SSO,230000,2021,2018-2022,Grant
Collective Encounters,1,80015,2021,2018-2022,Grant
Comma Press,1,83160,2021,2018-2022,Grant
Common Wealth,1,145000,2021,2018-2022,Grant
Commonword Enterprises Limited,1,94247,2021,2018-2022,Grant
Community and Cultural Services,1,173745,2021,2018-2022,Grant
Community Arts North West,1,191102,2021,2018-2022,Grant
Community Music Ltd,1,133961,2021,2018-2022,Grant
Company Chameleon,1,249999,2021,2018-2022,Grant
Compton Verney House Trust,1,150000,2021,2018-2022,Grant
Coney Ltd,1,122828,2021,2018-2022,Grant
Contemporary Art Society,1,168324,2021,2018-2022,Grant
Contemporary Dance Trust,3,1793985,2021,2018-2022,Grant
Continental Drifts,1,119996,2021,2018-2022,Grant
Corali,1,100000,2021,2018-2022,Grant
Corby Cube Theatre Trust,1,140812,2021,2018-2022,Grant
Corn Exchange (Newbury) Trust,1,235000,2021,2018-2022,Grant
Cornwall Museums Partnership,2,610000,2021,2018-2022,Grant
Counterpoints Arts,1,80000,2021,2018-2022,Grant
Crafts Council,3,2503853,2021,2018-2022,Grant
Craftspace,1,211553,2021,2018-2022,Grant
Create Gloucestershire,SSO,70756,2021,2018-2022,Grant
Create London,1,150000,2021,2018-2022,Grant
Create Studios Digital Media CIC,1,95000,2021,2018-2022,Grant
Creative & Cultural Skills,SSO,478700,2021,2018-2022,Grant
Creative Arts East,1,150000,2021,2018-2022,Grant
Creative Foundation,2,400000,2021,2018-2022,Grant
Creative Kernow Ltd,1,212675,2021,2018-2022,Grant
Creative Sector Services CIC,SSO,696000,2021,2018-2022,Grant
Creative Skillset,SSO,300000,2021,2018-2022,Grant
Creativity Works,1,90522,2021,2018-2022,Grant
Crescent Arts,1,69789,2021,2018-2022,Grant
Crying Out Loud,1,211217,2021,2018-2022,Grant
Cubitt Artists Limited,1,112095,2021,2018-2022,Grant
Culture Coventry,2,400000,2021,2018-2022,Grant
Culture Squared CIC,2,300000,2021,2018-2022,Grant
"Culture, Learning and Libraries (Midlands) - Library Service",1,249999,2021,2018-2022,Grant
Culture24,SSO,296000,2021,2018-2022,Grant
CultureMix Arts Ltd,1,90000,2021,2018-2022,Grant
Cumbria Theatre Trust,2,604067,2021,2018-2022,Grant
curious directive,1,89818,2021,2018-2022,Grant
Curious Minds,SSO,1335323,2021,2018-2022,Grant
DaDaFest,1,193052,2021,2018-2022,Grant
Daily Life Ltd,1,88510,2021,2018-2022,Grant
Dance City,2,553857,2021,2018-2022,Grant
Dance Consortium,2,489367,2021,2018-2022,Grant
Dance Umbrella,2,352028,2021,2018-2022,Grant
Dance United Yorkshire,1,90000,2021,2018-2022,Grant
Dance4,2,591014,2021,2018-2022,Grant
DanceEast,2,810153,2021,2018-2022,Grant
Dancefest,1,85493,2021,2018-2022,Grant
Darbar Arts Culture Heritage Trust,1,245000,2021,2018-2022,Grant
darts (Doncaster Community Arts),1,130881,2021,2018-2022,Grant
Dash Arts Ltd,1,90000,2021,2018-2022,Grant
De La Warr Pavilion,2,508430,2021,2018-2022,Grant
Deafinitely Theatre,1,212110,2021,2018-2022,Grant
Déda,2,343374,2021,2018-2022,Grant
Dedalus Limited,1,40000,2021,2018-2022,Grant
Derby Museums,2,392870,2021,2018-2022,Grant
Derby QUAD Ltd,2,457753,2021,2018-2022,Grant
Design Museum,1,170000,2021,2018-2022,Grant
Disability Arts in Shropshire,1,120000,2021,2018-2022,Grant
Disability Arts Online,1,100000,2021,2018-2022,Grant
Diverse City,2,480000,2021,2018-2022,Grant
Doncaster Heritage Services,1,100000,2021,2018-2022,Grant
Donmar Warehouse Projects Ltd,2,504619,2021,2018-2022,Grant
Doorstep Arts,1,95561,2021,2018-2022,Grant
Drake Music,1,194045,2021,2018-2022,Grant
Drawing Room,1,50289,2021,2018-2022,Grant
dreamthinkspeak,1,150927,2021,2018-2022,Grant
Duckie,1,142492,2021,2018-2022,Grant
Durham County Council,2,415000,2021,2018-2022,Grant
East London Dance,1,241391,2021,2018-2022,Grant
East Midlands Jazz CIC,1,77446,2021,2018-2022,Grant
East Street Arts,1,154960,2021,2018-2022,Grant
East Street Arts,SSO,180000,2021,2018-2022,Grant
Eastern Angles Theatre Company Ltd,1,220402,2021,2018-2022,Grant
Eastside Educational Trust,1,50788,2021,2018-2022,Grant
Eclipse Theatre Company Ltd,1,249501,2021,2018-2022,Grant
Eden Arts,1,100000,2021,2018-2022,Grant
emccan CIC,1,150725,2021,2018-2022,Grant
Emergency Exit Arts,1,117924,2021,2018-2022,Grant
English Folk Dance and Song Society,2,432046,2021,2018-2022,Grant
English Folk Expo,SSO,95000,2021,2018-2022,Grant
English National Ballet,3,6214000,2021,2018-2022,Grant
English National Opera,3,12380000,2021,2018-2022,Grant
English PEN,1,229984,2021,2018-2022,Grant
English Stage Company Limited,3,2311234,2021,2018-2022,Grant
English Touring Opera Ltd,3,1743322,2021,2018-2022,Grant
English Touring Theatre Ltd,2,679794,2021,2018-2022,Grant
Entelechy Arts Ltd,1,80348,2021,2018-2022,Grant
Essex Cultural Diversity Project,1,150000,2021,2018-2022,Grant
Ex Cathedra Ltd,1,57681,2021,2018-2022,Grant
Exeter City Council,2,607191,2021,2018-2022,Grant
Exeter Northcott Theatre,1,125000,2021,2018-2022,Grant
Exeter Phoenix,1,125725,2021,2018-2022,Grant
Extant,1,156000,2021,2018-2022,Grant
Eye Music Trust,1,102205,2021,2018-2022,Grant
Fabrica,1,177575,2021,2018-2022,Grant
FACT,3,1005909,2021,2018-2022,Grant
Farnham Maltings Association,2,845780,2021,2018-2022,Grant
Fevered Sleep,1,201160,2021,2018-2022,Grant
FIERCE! Festival,1,130612,2021,2018-2022,Grant
Film and Video Umbrella,2,379321,2021,2018-2022,Grant
Film London,2,321904,2021,2018-2022,Grant
Firstsite Ltd,2,814527,2021,2018-2022,Grant
Flatpack Projects,1,110000,2021,2018-2022,Grant
Focal Point Gallery,1,186384,2021,2018-2022,Grant
Forced Entertainment Ltd,1,249500,2021,2018-2022,Grant
Forma Arts and Media Limited,2,259677,2021,2018-2022,Grant
Forward Arts Foundation,1,47914,2021,2018-2022,Grant
Foundation for Community Dance t/a People Dancing,1,190095,2021,2018-2022,Grant
Frantic Theatre Company Ltd,1,221189,2021,2018-2022,Grant
Free Word,1,239567,2021,2018-2022,Grant
Freedom Festival Arts Trust,1,249999,2021,2018-2022,Grant
Freedom Studios,1,140949,2021,2018-2022,Grant
Friction Arts,1,67500,2021,2018-2022,Grant
Fuel Productions,1,201160,2021,2018-2022,Grant
Furtherfield.org,1,78388,2021,2018-2022,Grant
Future Everything CIC,1,81453,2021,2018-2022,Grant
Gecko Theatre,1,220402,2021,2018-2022,Grant
Gem Arts,1,120000,2021,2018-2022,Grant
Generator North East,1,156051,2021,2018-2022,Grant
Global Grooves,1,125000,2021,2018-2022,Grant
Gloucestershire Everyman Theatre Ltd,2,377547,2021,2018-2022,Grant
Glyndebourne Productions Ltd,3,1629055,2021,2018-2022,Grant
Goole Town Council,1,68995,2021,2018-2022,Grant
Graeae Theatre Company Ltd,2,564399,2021,2018-2022,Grant
Grand Union,1,98000,2021,2018-2022,Grant
Great Georges Community Cultural Project Ltd,1,110000,2021,2018-2022,Grant
Greater Manchester Arts Centre Ltd,3,1297513,2021,2018-2022,Grant
Greenwich+Docklands Festivals,1,249500,2021,2018-2022,Grant
Grimm & Co,1,115000,2021,2018-2022,Grant
Grizedale Arts,1,197696,2021,2018-2022,Grant
Grundy Art Gallery,1,43122,2021,2018-2022,Grant
Gulbenkian Theatre,2,273769,2021,2018-2022,Grant
hÅb,1,70406,2021,2018-2022,Grant
Hackney Empire Ltd,2,368514,2021,2018-2022,Grant
Half Moon Young People's Theatre,1,217451,2021,2018-2022,Grant
Halle Concerts Society,3,2083674,2021,2018-2022,Grant
Hampstead Theatre Ltd,2,752607,2021,2018-2022,Grant
Harrogate Theatre,1,140909,2021,2018-2022,Grant
Havering Theatre Trust,2,277032,2021,2018-2022,Grant
Headlong Theatre Ltd,2,679794,2021,2018-2022,Grant
Heads Together Productions Limited,1,46605,2021,2018-2022,Grant
Heart n Soul,2,299395,2021,2018-2022,Grant
Heart of Glass,2,350000,2021,2018-2022,Grant
Helix Arts Ltd,1,108342,2021,2018-2022,Grant
Higher Rhythm Ltd,1,54000,2021,2018-2022,Grant
Highlights Productions,1,119800,2021,2018-2022,Grant
HighTide Festival Productions LTD,1,191654,2021,2018-2022,Grant
Hofesh Shechter Company,2,383307,2021,2018-2022,Grant
Home Live Art,1,75435,2021,2018-2022,Grant
Homotopia Limited,1,100000,2021,2018-2022,Grant
Hoot Creative Arts,1,40166,2021,2018-2022,Grant
Horniman Museum and Gardens,2,946678,2021,2018-2022,Grant
Hounslow Arts Trust Ltd,1,120696,2021,2018-2022,Grant
Huddersfield Contemporary Music Festival,1,241627,2021,2018-2022,Grant
Hull City Council,2,996409,2021,2018-2022,Grant
Hull Truck Theatre,2,790680,2021,2018-2022,Grant
Ikon Gallery,3,1009728,2021,2018-2022,Grant
Ilkley Literature Festival Ltd,1,137424,2021,2018-2022,Grant
ILUVLIVE,1,103856,2021,2018-2022,Grant
imitating the dog,1,188000,2021,2018-2022,Grant
Impressions Gallery of Photography Limited,1,202281,2021,2018-2022,Grant
Improbable,1,216533,2021,2018-2022,Grant
In Between Time,1,191102,2021,2018-2022,Grant
Index on Censorship,SSO,43122,2021,2018-2022,Grant
Inner City Music Ltd,1,180000,2021,2018-2022,Grant
Inpress Ltd,SSO,158489,2021,2018-2022,Grant
In-Situ,1,139000,2021,2018-2022,Grant
Institute of Contemporary Arts,2,862441,2021,2018-2022,Grant
Institute of Fundraising,SSO,107958,2021,2018-2022,Grant
Institute of International Visual Arts,1,228344,2021,2018-2022,Grant
International Curators Forum,1,150000,2021,2018-2022,Grant
Interplay Theatre Trust,1,151017,2021,2018-2022,Grant
Intoart,1,120298,2021,2018-2022,Grant
Invisible Dust,1,180000,2021,2018-2022,Grant
Invisible Flock Co,1,195000,2021,2018-2022,Grant
IOU Ltd,1,185000,2021,2018-2022,Grant
Ironbridge Gorge Museum Trust,2,736164,2021,2018-2022,Grant
Ironbridge Gorge Museum Trust,SSO,307595,2021,2018-2022,Grant
ISAN,SSO,170442,2021,2018-2022,Grant
Jacksons Lane,1,129748,2021,2018-2022,Grant
Jasmin Vardimon Dance Company,2,289567,2021,2018-2022,Grant
Jazz North,SSO,190000,2021,2018-2022,Grant
Jazz re:freshed,1,130795,2021,2018-2022,Grant
Jerwood Gallery,1,100000,2021,2018-2022,Grant
Jewish Museum London,1,220000,2021,2018-2022,Grant
J-Night,1,68749,2021,2018-2022,Grant
John Hansard Gallery,2,601511,2021,2018-2022,Grant
Junction Arts Limited,1,100580,2021,2018-2022,Grant
Junction CDC Ltd,2,637418,2021,2018-2022,Grant
Kala Sangam - The Academy of South Asian Performing Arts,1,100000,2021,2018-2022,Grant
Kaleider Limited,1,110000,2021,2018-2022,Grant
Kali Theatre Co.,1,196500,2021,2018-2022,Grant
KARST,1,140000,2021,2018-2022,Grant
Kendal Brewery Arts Centre,2,321854,2021,2018-2022,Grant
Kettle's Yard,2,290757,2021,2018-2022,Grant
Kids in Museums,SSO,160000,2021,2018-2022,Grant
Kinetika Bloco,1,80000,2021,2018-2022,Grant
Kinetika People,1,123850,2021,2018-2022,Grant
Kirklees Theatre Trust,1,148531,2021,2018-2022,Grant
Kneehigh Theatre Trust,2,450000,2021,2018-2022,Grant
Knowle West Media Centre,1,90522,2021,2018-2022,Grant
Koestler Trust,1,75000,2021,2018-2022,Grant
Lakes Arts Festivals Ltd,1,234000,2021,2018-2022,Grant
Lancaster Arts at Lancaster University,1,103053,2021,2018-2022,Grant
Lapworth Museum of Geology,1,104746,2021,2018-2022,Grant
Ledbury Poetry Festival,1,53066,2021,2018-2022,Grant
Leeds Museums and Galleries,3,1590000,2021,2018-2022,Grant
Leeds Theatre Trust Limited,3,1508104,2021,2018-2022,Grant
Leicester Arts Centre Limited,1,80464,2021,2018-2022,Grant
Leicester City Council,2,400000,2021,2018-2022,Grant
Leicester Dance Theatre Limited,2,365000,2021,2018-2022,Grant
Leicester Print Workshop,1,70290,2021,2018-2022,Grant
Leicester Theatre Trust Ltd,3,1914029,2021,2018-2022,Grant
Leicestershire County Council,SSO,298179,2021,2018-2022,Grant
Level Centre Ltd,1,138800,2021,2018-2022,Grant
Libraries Unlimited South West,1,171959,2021,2018-2022,Grant
Lighthouse Arts and Training Ltd,1,114992,2021,2018-2022,Grant
Lincoln Arts Trust Limited,1,247194,2021,2018-2022,Grant
Lincolnshire County Council,1,71411,2021,2018-2022,Grant
Literature Works,1,96556,2021,2018-2022,Grant
Littleworld Ltd t/a Horse and Bamboo Theatre,1,123632,2021,2018-2022,Grant
Live & Local Ltd,2,291464,2021,2018-2022,Grant
Live Art Development Agency,1,235846,2021,2018-2022,Grant
Live Theatre Winchester Trust,1,134158,2021,2018-2022,Grant
Liverpool & Merseyside Theatres Trust Ltd,3,1649977,2021,2018-2022,Grant
Liverpool Arab Arts Festival,1,110000,2021,2018-2022,Grant
Liverpool Biennial of Contemporary Art Ltd,2,788355,2021,2018-2022,Grant
Liverpool City Council Culture Liverpool,2,250000,2021,2018-2022,Grant
London Arts in Health Forum,1,65662,2021,2018-2022,Grant
London Borough of Barking and Dagenham,1,180000,2021,2018-2022,Grant
London Borough of Waltham Forest - WILLIAM MORRIS GALLERY,1,60000,2021,2018-2022,Grant
London International Festival of Theatre,2,452608,2021,2018-2022,Grant
London International Mime Festival,1,201160,2021,2018-2022,Grant
London Philharmonic Orchestra,3,2042222,2021,2018-2022,Grant
London Print Studio Ltd,1,110890,2021,2018-2022,Grant
London Symphony Orchestra,3,2206050,2021,2018-2022,Grant
London Transport Museum,1,249000,2021,2018-2022,Grant
Loud In Libraries CIC,1,113490,2021,2018-2022,Grant
Ludus Dance,1,95644,2021,2018-2022,Grant
Luton Carnival Arts Development Trust,1,150000,2021,2018-2022,Grant
Luton Cultural Services Trust,1,249000,2021,2018-2022,Grant
LUX,1,202122,2021,2018-2022,Grant
M6 THEATRE COMPANY LIMITED,1,199320,2021,2018-2022,Grant
Magna Vitae,1,150000,2021,2018-2022,Grant
Mahogany Community Ventures Limited,1,154992,2021,2018-2022,Grant
Manchester Camerata Limited,1,156620,2021,2018-2022,Grant
Manchester City Galleries,SSO,320150,2021,2018-2022,Grant
Manchester City Galleries,3,1597659,2021,2018-2022,Grant
Manchester Craft And Design,1,80000,2021,2018-2022,Grant
Manchester Jazz Festival,1,150522,2021,2018-2022,Grant
Manchester Jewish Museum,1,110000,2021,2018-2022,Grant
Manchester Literature Festival,1,76661,2021,2018-2022,Grant
Manchester Young People's Theatre trading as Contact,2,916435,2021,2018-2022,Grant
Mandinga Arts,1,55319,2021,2018-2022,Grant
Matt's Gallery Ltd,1,153385,2021,2018-2022,Grant
MAYK Theatre CIC,1,90000,2021,2018-2022,Grant
Meadow Arts,1,160928,2021,2018-2022,Grant
Mercury Musical Developments,SSO,124467,2021,2018-2022,Grant
Metal Culture Ltd,2,565378,2021,2018-2022,Grant
Metro-Boulot-Dodo Limited,1,140000,2021,2018-2022,Grant
MeWe Foundation,SSO,195000,2021,2018-2022,Grant
Middle Child,1,150000,2021,2018-2022,Grant
Middlesbrough Town Hall,1,249000,2021,2018-2022,Grant
Midlands Arts Centre,2,739146,2021,2018-2022,Grant
MIF,3,9744134,2021,2018-2022,Grant
Mikron Theatre Company,1,47800,2021,2018-2022,Grant
Milap Festival Trust,2,362908,2021,2018-2022,Grant
Milton Keynes Arts Centre LTD,1,98000,2021,2018-2022,Grant
Mimbre,1,125773,2021,2018-2022,Grant
Mind the Gap,1,246390,2021,2018-2022,Grant
Miracle Theatre Trust Ltd,1,95000,2021,2018-2022,Grant
MK Gallery,2,383307,2021,2018-2022,Grant
Modern Art Oxford,2,892347,2021,2018-2022,Grant
Modern Masterpieces,1,200153,2021,2018-2022,Grant
Modern Poetry in Translation,1,50000,2021,2018-2022,Grant
More Music,1,105609,2021,2018-2022,Grant
Motionhouse,2,468806,2021,2018-2022,Grant
Multistory,1,140812,2021,2018-2022,Grant
Museum of East Anglian Life,1,147504,2021,2018-2022,Grant
Museum of English Rural Life and Reading Museum Partnership,1,249999,2021,2018-2022,Grant
Museum of London,SSO,244820,2021,2018-2022,Grant
Museum of London,3,1100000,2021,2018-2022,Grant
Music for Youth,1,171840,2021,2018-2022,Grant
Music in the Round,1,142963,2021,2018-2022,Grant
Musiko Musika,1,107914,2021,2018-2022,Grant
Mytime Active,1,81957,2021,2018-2022,Grant
National Association for Gallery Education (engage),SSO,229806,2021,2018-2022,Grant
National Centre for Circus Arts,2,341867,2021,2018-2022,Grant
National Criminal Justice Arts Alliance,SSO,65000,2021,2018-2022,Grant
National Horseracing Museum,1,220000,2021,2018-2022,Grant
National Justice Museum,1,240000,2021,2018-2022,Grant
National Opera Studio,1,168221,2021,2018-2022,Grant
National Rural Touring Forum,1,86583,2021,2018-2022,Grant
National Student Drama Festival,1,56543,2021,2018-2022,Grant
National Theatre,3,16700000,2021,2018-2022,Grant
National Youth Choirs of Great Britain,1,55297,2021,2018-2022,Grant
National Youth Jazz Collective,1,64439,2021,2018-2022,Grant
National Youth Jazz Orchestra,1,125000,2021,2018-2022,Grant
National Youth Orchestra of Great Britain,1,129198,2021,2018-2022,Grant
National Youth Theatre of Great Britain,2,305769,2021,2018-2022,Grant
New Art Exchange Ltd,2,852898,2021,2018-2022,Grant
New Contemporaries (1988) Ltd,1,117789,2021,2018-2022,Grant
New International Encounter,1,153323,2021,2018-2022,Grant
New Perspectives Theatre Company,2,302745,2021,2018-2022,Grant
New Wolsey Theatre Company Ltd,2,936104,2021,2018-2022,Grant
New Writing North,2,332123,2021,2018-2022,Grant
New Writing South,1,124192,2021,2018-2022,Grant
Newhampton Arts Centre,1,180000,2021,2018-2022,Grant
Newlyn Art Gallery Ltd,2,361761,2021,2018-2022,Grant
Nine Arches Press,1,62500,2021,2018-2022,Grant
NMC Recordings Ltd.,1,40000,2021,2018-2022,Grant
NN Contemporary Art,1,60000,2021,2018-2022,Grant
no.w.here arts limited,1,55419,2021,2018-2022,Grant
NoFit State Community Circus Ltd,1,201160,2021,2018-2022,Grant
Norfolk and Norwich Festival Trust,SSO,500000,2021,2018-2022,Grant
Norfolk and Norwich Festival Trust,2,814527,2021,2018-2022,Grant
Norfolk Museums Service,SSO,436282,2021,2018-2022,Grant
Norfolk Museums Service,3,1203170,2021,2018-2022,Grant
North East Theatre Trust Ltd,2,626723,2021,2018-2022,Grant
North Kesteven District Council,1,201160,2021,2018-2022,Grant
North Lincolnshire Council 20-21 Visual Arts Centre,1,74745,2021,2018-2022,Grant
North Music Trust,3,3512122,2021,2018-2022,Grant
Northampton Theatres Trust,2,846666,2021,2018-2022,Grant
Northern Ballet Limited,3,3112000,2021,2018-2022,Grant
Northern Broadsides Theatre Company,2,255287,2021,2018-2022,Grant
Northern Print,1,106648,2021,2018-2022,Grant
Northern School of Contemporary Dance,1,150000,2021,2018-2022,Grant
Northern Stage (Theatrical Productions) Ltd,3,1562496,2021,2018-2022,Grant
Norwich Arts Centre,1,182071,2021,2018-2022,Grant
Nottingham City Museums and Galleries,2,466197,2021,2018-2022,Grant
Nottingham Contemporary,3,1005796,2021,2018-2022,Grant
Nottingham Media Centre Ltd,1,100580,2021,2018-2022,Grant
Nottingham Playhouse,3,1354807,2021,2018-2022,Grant
November Club,1,100678,2021,2018-2022,Grant
NTS Live,1,69226,2021,2018-2022,Grant
Nutkhut,1,100924,2021,2018-2022,Grant
Ockham's Razor,1,181044,2021,2018-2022,Grant
Octopus Collective Ltd.,1,70232,2021,2018-2022,Grant
Oily Cart,2,286576,2021,2018-2022,Grant
Oldham Coliseum Theatre,2,604067,2021,2018-2022,Grant
One Dance UK,SSO,750000,2021,2018-2022,Grant
Open Clasp Theatre Company,1,177043,2021,2018-2022,Grant
Open Eye gallery,1,242301,2021,2018-2022,Grant
Open School East,1,90000,2021,2018-2022,Grant
Open Theatre Company,1,150000,2021,2018-2022,Grant
OpenUp Music,1,160000,2021,2018-2022,Grant
Opera North Limited,3,10386000,2021,2018-2022,Grant
Orchestra of the Age of Enlightenment,1,203904,2021,2018-2022,Grant
Orchestras Live,2,479134,2021,2018-2022,Grant
OTO Projects CIC,1,74933,2021,2018-2022,Grant
Otolith Collective Ltd,1,50290,2021,2018-2022,Grant
Out of Joint,2,426352,2021,2018-2022,Grant
Outside In,1,100000,2021,2018-2022,Grant
Oxford Contemporary Music,1,185783,2021,2018-2022,Grant
Oxford Playhouse Trust,2,379474,2021,2018-2022,Grant
Pagoda Arts,1,44864,2021,2018-2022,Grant
Paines Plough,2,315620,2021,2018-2022,Grant
Palace Theatre Watford Limited,2,790571,2021,2018-2022,Grant
